ID,SMILES,IC50,pIC50
CHEMBL1835519,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1cccc(c1)Cl,2.37,8.625
CHEMBL4292878,COCC1c2n(CC1(C)C)nc(c2c1ccncc1)c1cccc(n1)C,743,6.129
CHEMBL4284609,Clc1nccc(c1)c1c(nn2c1CC(C2)(C)C)c1cccc(n1)C,1228,5.911
CHEMBL2024685,C=Cn1cnc2c(c1=O)cc(cc2)c1ccnn1c1cccc(n1)C,4,8.398
CHEMBL3260624,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cc(Cl)cc(c1)Cl,15,7.824
CHEMBL3260568,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1Cl,9,8.046
CHEMBL3260598,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(cc1)F,17,7.77
CHEMBL3260622,COc1ccc(cc1OC)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,44,7.357
CHEMBL3260569,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1Br,7,8.155
CHEMBL3260574,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1OC(F)(F)F,12,7.921
CHEMBL3260613,CC(=O)Nc1ccc(cc1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,39,7.409
CHEMBL2088216,COc1c(cccc1OC)CNc1nc(c(s1)c1ccc2n(c1)ncn2)c1cccc(n1)C,43.5,7.362
CHEMBL3634706,N#Cc1cccc(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1nc(C)ccc1F,9.23,8.035
CHEMBL1835710,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)NC1CCN(CC1)Cc1ccccc1,95.7,7.019
CHEMBL2208002,Cc1csc(n1)c1nc([nH]c1c1ccc2c(c1)scn2)C1CCNCC1,240,6.62
CHEMBL497949,O=C1Nc2c(/C/1=C(\c1ccccc1)/Nc1ccc(cc1)CN1CCCCC1)ccc(c2)C(=O)N,369,6.433
CHEMBL1271631,CCN(C(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)CCN(C)C)C,64,7.194
CHEMBL3634800,NC(=O)c1cccc(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1ccc(c(n1)C)F,10.8,7.967
CHEMBL3261092,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)CC(=O)Nc1ccccc1F,85,7.071
CHEMBL1271853,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)N(C(=O)CN1CCN(CC1)C)C,9,8.046
CHEMBL2324829,OCCCCc1nnn(c1c1ccc2c(c1)nccn2)c1cccc(n1)C,50800,4.294
CHEMBL3260620,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(c(c1)Cl)Cl,8,8.097
CHEMBL3260906,N#Cc1ccc(c(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C)CN1CCCC1,6.8,8.167
CHEMBL3261086,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNC(=O)c1cccc(c1)C(=O)N,106,6.975
CHEMBL3260602,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(cc1)C(C)C,46,7.337
CHEMBL3260901,N#Cc1cc(NCc2[nH]c(c(n2)c2ccc3n(c2)ncn3)c2cccc(n2)C)cc(c1)CN(C)C,4.9,8.31
CHEMBL3260898,N#Cc1cccc(c1CN1CCCC1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,5.6,8.252
CHEMBL478629,C1CCN(CC1)CCOc1ccc(cc1)c1cnc2n(c1)ncc2c1ccncc1,10000,5
CHEMBL594867,Cn1c(=O)c(c(n1C)c1ccc2c(c1)nccn2)c1cccc(c1)C(F)(F)F,1100,5.959
CHEMBL4217935,N[C@@H]1CCN(C[C@H]1O)Cc1ccn2c1c(Nc1ccncc1F)nc(n2)c1ccccn1,4.4,8.357
CHEMBL4206793,Cc1cccc(n1)c1nc(Nc2ccncc2)c2n(n1)ccc2,1.3,8.886
CHEMBL1824434,O=C(Cn1ncc(c1c1cccc(n1)C)c1ccc2c(c1)nccn2)Nc1ccccc1,143,6.845
CHEMBL3260897,N#Cc1cccc(c1CN(C)C)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,2.4,8.62
CHEMBL3261085,N#Cc1cccc(c1)C(=O)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,90,7.046
CHEMBL3261091,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)CC(=O)Nc1ccccc1,78,7.108
CHEMBL2435039,CC(NC(=O)NCc1nc(n(c1)c1ccc2c(c1)OCO2)c1cccc(n1)C)C,2080,5.682
CHEMBL3261087,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNC(=S)c1ccccc1,48,7.319
CHEMBL3341788,COc1cc(cc(c1OC)OC)c1cc(cnc1Cl)c1ccc(cc1)N1CCNCC1,99000,4.004
CHEMBL4284434,Clc1nccc(c1)c1c(nn2c1C(C)C(C2)(C)C)c1cccc(n1)C,517,6.287
CHEMBL3634708,C=Cc1cccc(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1nc(C)ccc1F,9.81,8.008
CHEMBL3261089,N#Cc1cccc(c1)C(=S)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,36,7.444
CHEMBL4211574,Cc1cccc(n1)c1nc(Nc2c(F)cncc2F)c2n(n1)ccc2,3.4,8.469
CHEMBL4218893,COc1cccc(n1)c1nc(Nc2ccncc2)c2n(n1)ccc2,19,7.721
CHEMBL3260904,N#Cc1ccc(c(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C)N(C)C,1.3,8.886
CHEMBL3261093,N#Cc1cccc(c1)NC(=O)Cn1cc(c(n1)c1cccc(n1)C)c1ccc2n(c1)ncn2,27,7.569
CHEMBL2435040,Cc1cccc(n1)c1nc(cn1c1ccc2c(c1)OCO2)CNC(=O)N1CCOCC1,1780,5.75
CHEMBL2435043,CCOC(=O)c1nc(n(c1)c1ccc2c(c1)OCO2)c1cccc(n1)C,2430,5.614
CHEMBL3341941,COc1cc(cc(c1OC)OC)c1cc(cnc1N)c1ccc(cc1)O,580,6.237
CHEMBL4205979,Cc1cccc(n1)c1nc(Nc2ccnc3c2cccc3)c2n(n1)ccc2,1.6,8.796
CHEMBL3634799,N#Cc1cccc(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1ccc(c(n1)C)F,7.68,8.115
CHEMBL3260903,N#Cc1cc(NCc2[nH]c(c(n2)c2ccc3n(c2)ncn3)c2cccc(n2)C)cc(c1)CN1CCOCC1,3.3,8.481
CHEMBL3260566,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1,13,7.886
CHEMBL3260592,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)C(=O)N,9,8.046
CHEMBL3260607,N#Cc1ccc(cc1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,32,7.495
CHEMBL3260616,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1C)C,18,7.745
CHEMBL3260577,N#Cc1ccccc1NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,20,7.699
CHEMBL3260579,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1NS(=O)(=O)C,15,7.824
CHEMBL3260591,N#Cc1cccc(c1)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,5,8.301
CHEMBL3260603,COc1ccc(cc1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,48,7.319
CHEMBL3260612,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(cc1)NS(=O)(=O)C,47,7.328
CHEMBL2435041,O=C(Nc1ccccc1)NCc1nc(n(c1)c1ccc2c(c1)OCO2)c1cccc(n1)C,950,6.022
CHEMBL4217699,Fc1cnccc1Nc1nc(nc2c1cc[nH]2)c1cccc(n1)C(F)(F)F,0.55,9.26
CHEMBL3707020,C#Cc1ccc(cc1)CNc1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1cccc(n1)C,153,6.815
CHEMBL585117,OCCC(=O)Nc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,32,7.495
CHEMBL2435044,OCc1cn(c(n1)c1cccc(n1)C)c1ccc2c(c1)OCO2,990,6.004
CHEMBL566256,CS(=O)(=O)c1ccc(cc1)c1c2CCCn2nc1c1ccccn1,19500,4.71
CHEMBL585505,Cc1cccc(n1)c1nc([nH]c1c1ccnc(c1)c1ccc(cc1)C(=O)NC1CCOCC1)C(C)C,25,7.602
CHEMBL585700,Nc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,59,7.229
CHEMBL567287,O=C(Nc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1)CN1CCCC1,110,6.959
CHEMBL4216706,CC(=O)Nc1nccc(c1)Nc1nc(nn2c1ccc2)c1cccc(n1)C(F)(F)F,1.4,8.854
CHEMBL4210246,Cc1cccc(n1)c1nc(Nc2ccncc2F)c2c(n1)[nH]cc2,7,8.155
CHEMBL2435035,N#Cc1ccc(cc1)NCc1nc(n(c1)c1ccc2c(c1)OCO2)c1cccc(n1)C,650,6.187
CHEMBL4287654,CCc1cccc(n1)c1nn2c(c1c1ccc(cc1)O)C(C(C2)(C)C)C,98,7.009
CHEMBL4204772,Fc1cnccc1Nc1nc(nn2c1ccc2)c1ccccn1,1.7,8.77
CHEMBL4289487,N#Cc1c(C)cccc1c1nn2c(c1c1ccncc1)C(C(C2)(C)C)C,162,6.79
CHEMBL3341942,COc1cc(cc(c1OC)OC)c1cc(cnc1N)c1ccc(c(c1)OC)O,2300,5.638
CHEMBL2385582,O1CCN(CC1)c1ccc(cc1)c1cnc2n(c1)ncc2c1ccnc2c1cccc2,178,6.75
CHEMBL3261090,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNC(=S)c1cccc(c1)C(=O)N,22,7.658
CHEMBL4278812,N#Cc1c(C)cccc1c1nn2c(c1c1ccc(cc1)O)C(C(C2)(C)C)C,341,6.467
CHEMBL3261095,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)CC(=S)Nc1ccccc1F,29,7.538
CHEMBL3261088,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNC(=S)c1ccccc1F,27,7.569
CHEMBL3823101,COc1cc(CN(C)C)c(cc1c1cn(C)c(=O)c2c1ccnc2)OC,5140,5.289
CHEMBL3261084,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNC(=O)c1ccccc1F,37,7.432
CHEMBL4279160,COc1ccc(cn1)c1c([nH]c2c1nccc2)c1ccnc(c1)NC(=O)C,3,8.523
CHEMBL4289841,CC(=O)Nc1nccc(c1)c1[nH]c2c(c1c1ccc(nc1)F)nccc2,22,7.658
CHEMBL4284266,CCc1cccc(n1)c1nn2c(c1c1ccc(cc1)OC)C(C(C2)(C)C)C,805,6.094
CHEMBL4292491,Cc1cccc(n1)c1nn2c(c1c1ccnc(c1)Nc1ccc(cc1)S(=O)(=O)N)CC(C2)(C)C,147,6.833
CHEMBL4287843,Cc1nccc(c1)c1c(nn2c1C(C)C(C2)(C)C)c1cccc(n1)C,548,6.261
CHEMBL4277338,CC(=O)Nc1nccc(c1)c1[nH]c2c(c1c1ccc(cn1)OC(F)F)nccc2,11,7.959
CHEMBL4285692,CC1(C)Cc2n(C1)nc(c2c1ccncc1)c1ccccn1,1940,5.712
CHEMBL4292047,CC(=O)Nc1nccc(c1)c1[nH]c2c(c1c1cccc(n1)C)nccc2,2,8.699
CHEMBL4276896,Cc1cccc(n1)c1nn2c(c1c1ccncc1)CC(C2)(C)C,406,6.391
CHEMBL4214237,OCCN1CCN(CC1)CC(=O)Nc1nccc(c1)Nc1nc(nn2c1ccc2)c1cccc(n1)C(F)(F)F,2.1,8.678
CHEMBL4209583,CC(=O)Nc1nccc(c1)Nc1nc(nc2c1cc[nH]2)c1cccc(n1)C(F)(F)F,1,9
CHEMBL4210079,CC(NC(=O)c1cnccc1Nc1nc(nn2c1ccc2)c1cccc(n1)C)C,62,7.208
CHEMBL4205457,Cc1cccc(n1)c1nc(Nc2ccncc2F)c2n(n1)ccc2,0.96,9.018
CHEMBL3260902,N#Cc1cc(NCc2[nH]c(c(n2)c2ccc3n(c2)ncn3)c2cccc(n2)C)cc(c1)CN1CCCC1,17.8,7.75
CHEMBL3260619,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(c(c1)F)F,10,8
CHEMBL3823478,COc1cc(cc(c1CN(C)C)OC)c1cn(C)c(=O)c2c1ccnc2,3850,5.415
CHEMBL3634704,Cc1ccc(c(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1)F,9.76,8.011
CHEMBL3634707,Cc1ccc(c(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)C(=O)N)F,11,7.959
CHEMBL4209835,Cc1cccc(n1)c1nc(Nc2ccncc2F)c2c(n1)[nH]cn2,5.2,8.284
CHEMBL4287412,CCc1cccc(n1)c1nn2c(c1c1ccnc(c1)Cl)C(C(C2)(C)C)C,2745,5.561
CHEMBL4202469,FC(c1cccc(n1)c1nc(Nc2ccncc2)c2n(n1)ccc2)(F)F,6.8,8.167
CHEMBL3341955,COc1cc(cc(c1OC)OC)c1cc(cnc1N(C)C)c1ccc(cc1)N1CCNCC1,115000,3.939
CHEMBL3341790,COc1ncc(cc1c1cc(OC)c(c(c1)OC)OC)c1ccc(cc1)N1CCNCC1,82000,4.086
CHEMBL3341795,COc1cc(OC)cc(c1)c1cncc(c1)c1ccc(cc1)N1CCNCC1,26000,4.585
CHEMBL4288745,CCc1cccc(n1)c1nn2c(c1c1ccc(cc1)O)[C@@H](C(C2)(C)C)C,137,6.863
CHEMBL4287261,N#Cc1ccccc1c1nn2c(c1c1ccncc1)C(C(C2)(C)C)C,1288,5.89
CHEMBL4279331,N#Cc1ccccc1c1nn2c(c1c1ccc(cc1)O)C(C(C2)(C)C)C,5194,5.284
CHEMBL4291439,Oc1ccc(cc1)c1c2CC(Cn2nc1c1cccc(n1)C)(C)C,229,6.64
CHEMBL4288634,COc1ccc(nc1)c1c([nH]c2c1nccc2)c1ccnc(c1)NC(=O)C,6,8.222
CHEMBL4280660,CC(=O)Nc1nccc(c1)c1[nH]c2c(c1c1ccc(cn1)Cl)nccc2,2,8.699
CHEMBL4285292,CC(=O)Nc1nccc(c1)c1[nH]c2c(c1c1ccc(cn1)C)nccc2,5,8.301
CHEMBL4205456,CC(=O)Nc1nccc(c1)Nc1nc(nc2c1nc[nH]2)c1cccc(n1)C(F)(F)F,1.1,8.959
CHEMBL4206910,CC(=O)Nc1ncc(c(c1)Nc1nc(nn2c1ccc2)c1cccc(n1)C(F)(F)F)F,25,7.602
CHEMBL4214470,N[C@@H]1CC[C@@H](CC1)NCc1ccn2c1c(Nc1ccncc1F)nc(n2)c1ccccn1,4.3,8.367
CHEMBL4276907,CC(=O)Nc1nccc(c1)c1[nH]c2c(c1c1cccc(n1)C(F)(F)F)nccc2,2,8.699
CHEMBL4281030,CCc1cccc(n1)c1nn2c(c1c1ccncc1)C(C(C2)(C)C)C,183,6.738
CHEMBL4281195,Oc1ccc(cc1)c1c2CC(Cn2nc1c1ccccn1)(C)C,1985,5.702
CHEMBL4291307,CC(=O)Nc1nccc(c1)c1[nH]c2c(c1c1ccc(cn1)F)nccc2,3,8.523
CHEMBL4277755,N#Cc1ccccc1c1nn2c(c1c1ccncc1)CC(C2)(C)C,2518,5.599
CHEMBL4277021,Oc1ccc(cc1)c1c(nn2c1C(C)C(C2)(C)C)c1cccc(n1)C,80,7.097
CHEMBL2087981,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccccc1OC(F)(F)F,35.9,7.445
CHEMBL2087977,N#Cc1ccc(cc1)CNc1sc(c(n1)c1cccc(n1)C)c1ccc2n(c1)ncn2,30.8,7.511
CHEMBL2087970,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cccc(c1)OC(F)(F)F,19.3,7.714
CHEMBL4292170,COc1ccc(cc1)c1c(nn2c1C(C)C(C2)(C)C)c1cccc(n1)C,612,6.213
CHEMBL4291675,Cc1cccc(n1)c1nn2c(c1c1ccnc(c1)Nc1ccc(cc1)S(=O)(=O)N)C(C(C2)(C)C)C,154,6.812
CHEMBL4283638,CC(c1ccc(cc1)c1cnc2n(c1)ncc2c1ccc(c2c1cccc2)S(=O)(=O)N)N1CCCC1,18650,4.729
CHEMBL4279172,CCc1cccc(n1)c1nn2c(c1c1ccnc(c1)Nc1ccc(cc1)S(=O)(=O)N)C(C(C2)(C)C)C,229,6.64
CHEMBL4294411,CCOC(=O)c1ccc(cc1)c1c(nn2c1C(C)C(C2)(C)C)c1cccc(n1)C,2008,5.697
CHEMBL4206220,N[C@H]1CCN(C[C@@H]1O)Cc1ccn2c1c(Nc1ccncc1F)nc(n2)c1ccccn1,3.9,8.409
CHEMBL4205311,n1ccc(cc1)Nc1nc(nn2c1ccc2)c1ccccn1,2.5,8.602
CHEMBL4285400,Oc1ccc(cc1)c1c(nn2c1[C@H](C)C(C2)(C)C)c1cccc(n1)C,97,7.013
CHEMBL4283308,CCc1cccc(n1)c1nn2c(c1c1ccc(cc1)O)[C@H](C(C2)(C)C)C,261,6.583
CHEMBL4282287,OCC1c2n(CC1(C)C)nc(c2c1ccncc1)c1cccc(n1)C,1413,5.85
