ID,NaaNH,SaaNH,n9FaHRing,n6aHRing,naHRing,n10FaHRing,NaaN,SaaN,nFaHRing,nFHRing,nHRing,n6HRing,NaasN,SMR_VSA3,naRing,nBondsA,SlogP_VSA8,JGI5,PEOE_VSA2,SaasN,MATS1c,n9FHRing,nN,PEOE_VSA1,SlogP_VSA1,JGI4,n6aRing,nBondsM,MATS3i,GATS4c,MATS2c,NsOH,SRW07,SRW09,SMR_VSA9,C3SP2,C2SP2,C1SP2,nHBDon,PEOE_VSA3,Xch-6d,nBase,AATSC5i,SlogP_VSA6,BIC2,ATSC1c,AATSC3i,FCSP3,AATS8d,SssNH
CHEMBL266706,0,0.0,0,1,2,0,2,9.135823098,0,1,3,1,1,14.53505669,3,17,22.64523548,0.018689236,4.983978521,2.196347317,-0.505981356,0,3,4.567099648,0.0,0.040944444,2,17,-0.018839806,1.269032938,0.011230812,0,5.4161004020000005,7.535296702,22.64523548,1,11,1,0,9.374393569,0.538603074,0,-0.123416593,53.81784953,0.7926983559999999,-0.218014497,-0.045754448,0.125,1.980769231,0.0
CHEMBL566254,0,0.0,0,1,1,0,1,4.085919728,0,0,2,1,0,10.30076712,3,18,0.0,0.031637427,14.18528175,0.0,-0.4299115,0,3,5.316788604,5.316788604,0.037578348,3,20,-0.108423481,1.276918984,-0.005259247,0,4.727387819,6.86171134,0.0,3,12,3,1,4.390415048,0.435395406,2,0.207232829,82.94524604,0.790118089,-0.248275283,-0.231682985,0.14285714300000002,2.6,3.48802603
CHEMBL1272022,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,10.21669833,4,24,11.27014384,0.021556373,14.488984099999998,0.0,-0.5210519610000001,1,4,15.95036581,15.95036581,0.034899818,4,27,-0.163940748,1.19955097,0.068834069,0,4.844187086,7.03438793,0.0,6,20,2,3,0.0,0.692600385,1,0.182352953,103.1282402,0.6735817159999999,-0.534624429,-0.248345997,0.2,2.813186813,9.487233267999999
CHEMBL1272127,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,4.899909731,3,18,11.27014384,0.026193078,13.89429036,0.0,-0.5915254670000001,1,4,15.53348694,14.9387932,0.038418079,3,23,-0.043309475,1.15259719,0.15497871300000002,0,4.844187086,7.03438793,0.0,4,16,2,2,8.417796984,0.48847624,0,0.152289318,72.79640482,0.7256952179999999,-0.62951803,-0.06798910400000001,0.185185185,2.813333333,6.249295556
CHEMBL1765877,1,2.889912525,1,1,2,0,3,12.43323835,1,1,2,1,0,20.16532066,3,16,22.16030442,0.031099034,5.098681808,0.0,-0.664744157,1,7,16.36724469,16.36724469,0.046987179,2,16,-0.173240029,0.794901832,0.24653258,0,4.727387819,6.803505258,11.25737949,2,6,2,3,4.983978521,0.368390572,0,-0.410207052,24.26546827,0.753689817,-0.612825197,-0.301690424,0.153846154,2.25,0.0
CHEMBL204575,1,2.943854668,0,2,3,0,3,13.27644511,0,0,3,2,0,20.16532066,4,23,33.77213846,0.019744152,15.06663885,0.0,-0.252164213,0,4,4.736862953999999,4.736862953999999,0.023988604,3,23,0.073418333,0.8312961329999999,-0.202315867,0,4.59511985,6.605297921,39.52165029,3,13,3,1,0.0,0.404811503,0,-0.103028995,73.18783433,0.805760343,-0.183304874,0.117933145,0.095238095,2.971830986,0.0
CHEMBL380916,1,2.948625157,0,2,3,0,3,13.32895845,0,0,4,2,0,25.06523039,4,23,33.77213846,0.018100775,19.86117603,0.0,-0.357011244,0,5,4.899909731,0.0,0.02468599,3,24,-0.009093249,0.989104566,-0.142746146,0,5.209486153,7.153833802,33.77213846,4,12,4,1,0.0,0.488144836,0,-0.001517792,73.18783433,0.765309977,-0.25153505800000003,-0.01493166,0.166666667,3.034482759,0.0
CHEMBL203791,0,0.0,1,1,3,0,3,14.43002906,1,2,4,1,2,29.21545116,4,21,33.54816041,0.016611111,9.665781456,4.483052852,-0.218222475,1,6,9.467009379,0.0,0.032052154,2,21,0.143715816,0.898443718,-0.144141246,0,5.82008293,7.934155233999999,22.51475897,2,12,0,0,4.983978521,0.7087065290000001,1,-0.20368051,42.72552249,0.750499976,-0.129843255,0.224153519,0.423076923,2.658536585,0.0
CHEMBL268889,0,0.0,0,1,2,0,2,9.347988867,0,2,4,1,1,14.53505669,3,17,22.64523548,0.017277778,4.983978521,2.307091837,-0.441054548,1,3,14.04082556,9.473725907999999,0.035718954,2,17,0.035243812,0.962497856,-0.055291895,0,5.777652323,7.860570786,34.14425914,1,11,2,0,4.983978521,0.68997779,0,-0.139097551,42.59504598,0.801577133,-0.421687222,0.056121405,0.222222222,2.358974359,0.0
CHEMBL259821,0,0.0,0,2,3,1,3,14.02826996,1,2,4,2,1,24.64835152,4,22,33.41768391,0.021229424,19.44429716,2.1125483590000003,-0.334527235,0,6,10.21669833,5.316788604,0.03284188,3,23,0.075459485,0.8058490290000001,-0.122538683,0,5.4161004020000005,7.535296702,22.51475897,3,12,3,1,0.0,0.591352505,1,-0.1202357,54.85825662,0.7914718540000001,-0.254752339,0.123649413,0.25,2.4084507040000003,2.951465574
CHEMBL1835620,0,0.0,1,2,4,0,4,17.92050996,1,1,4,2,2,29.36252149,5,27,28.16193619,0.023390023,4.983978521,3.3685701480000003,-0.409137268,1,7,10.05365156,10.05365156,0.043321995,3,28,-0.003102669,1.27236008,-0.075102477,0,5.351858133,7.423568444,28.26427081,2,14,3,1,14.18117935,0.568041382,0,0.028885911,73.31831083,0.781096542,-0.387020394,-0.00562471,0.086956522,3.19266055,3.2170311060000003
CHEMBL2088218,0,0.0,1,2,4,0,4,18.11867045,1,1,4,2,1,24.56601526,5,27,27.4756319,0.017295918,4.983978521,1.7620334569999998,-0.407145483,1,6,14.79051451,14.79051451,0.043854875,3,27,-0.020517503,0.844474359,0.001749935,0,5.351858133,7.412764017000001,33.32747834,2,14,2,1,14.48335494,0.565235256,0,-0.074604529,61.05510019,0.785575899,-0.495437169,-0.035258297,0.166666667,3.032258065,3.4444161
CHEMBL2088215,0,0.0,1,2,4,0,4,18.16572322,1,1,4,2,1,24.56601526,5,27,27.4756319,0.015510336,4.983978521,1.78286679,-0.5169659120000001,1,6,5.316788604,5.316788604,0.044197531,3,27,-0.090854951,1.090999668,0.11876813,0,5.351858133,7.412764017000001,21.82845468,4,12,2,1,14.48335494,0.565235256,0,-0.512396787,61.05510019,0.742221586,-0.329039335,-0.158492006,0.166666667,3.1261261260000004,3.50734127
CHEMBL2087968,0,0.0,1,2,4,0,4,18.1163913,1,1,4,2,1,24.56601526,5,27,27.4756319,0.01587963,4.983978521,1.780111969,-0.51470179,1,6,5.316788604,5.316788604,0.042804233,3,27,-0.061754398,1.1297191640000002,0.110187063,0,5.351858133,7.412764017000001,21.82845468,3,13,2,1,14.48335494,0.580527208,0,-0.262422145,67.12146726,0.7747797540000001,-0.330002817,-0.109473632,0.130434783,3.133333333,3.480119048
CHEMBL2087967,0,0.0,1,2,4,0,4,18.04269524,1,1,4,2,1,24.56601526,5,27,27.4756319,0.01587963,4.983978521,1.765451475,-0.529882877,1,6,5.316788604,5.316788604,0.042804233,3,27,-0.028615806,1.18370567,0.116769342,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,14.48335494,0.580527208,0,-0.148499,67.12146726,0.796567635,-0.34093787200000003,-0.051062049000000005,0.090909091,3.202020202,3.421477072
CHEMBL511563,0,0.0,1,2,3,1,3,13.66471969,2,2,3,2,1,19.58203674,5,27,38.80390812,0.021779279,4.983978521,1.823512613,-0.248941338,1,4,4.736862953999999,4.736862953999999,0.03197832,4,27,-0.061312922,0.867470755,-0.137900162,0,4.727387819,6.842683282,28.0033178,5,11,5,0,9.499376415,0.494387749,0,-0.267243019,79.38467790000001,0.7562266190000001,-0.165117137,-0.101111812,0.045454545,3.152542373,0.0
CHEMBL1766456,0,0.0,0,2,3,1,3,14.04762814,1,1,3,2,1,19.74844179,5,28,33.41768391,0.018050109,14.64975998,1.918453956,-0.292727912,0,6,5.316788604,5.316788604,0.042843137,4,30,0.021817773,1.005812776,-0.08814478699999999,0,4.727387819,6.842683282,28.58398029,4,17,3,1,0.0,0.497193875,0,-0.085766651,85.19009196,0.7746220620000001,-0.180590503,0.037885428,0.107142857,2.911764706,3.219180315
CHEMBL1164971,0,0.0,0,2,3,1,3,14.06960309,1,1,3,2,1,19.74844179,5,28,33.41768391,0.019335749,14.64975998,1.915285809,-0.17718162699999998,0,5,0.0,0.0,0.038804348,4,29,-0.111836017,1.031104775,-0.188733405,0,4.727387819,6.842683282,28.58398029,5,16,2,0,0.0,0.497193875,0,-0.264043657,85.19009196,0.74131936,-0.078557022,-0.186861551,0.076923077,3.1327433630000003,0.0
CHEMBL126676,1,2.989609552,0,1,2,1,2,8.847760614,1,1,2,1,0,15.18134214,4,22,33.2872074,0.014712963,10.08266033,0.0,-0.177681703,0,3,0.0,0.0,0.027395833,3,22,-0.042749181,0.840383326,-0.267496147,0,4.59511985,6.605297921,22.38428247,4,12,2,1,0.0,0.389519551,0,-0.259119166,73.05735783,0.667941718,-0.060719928,-0.069972558,0.0,2.346938776,0.0
CHEMBL565643,0,0.0,0,2,3,1,3,13.67432319,1,1,3,2,0,14.95193556,4,22,32.86185611,0.023342014,4.983978521,0.0,-0.61124076,0,4,5.733667477000001,5.733667477000001,0.043464052,3,22,-0.082534967,1.076121198,0.161721088,0,4.727387819,6.823286122000001,21.95893118,2,13,1,1,9.967957042,0.445480992,0,0.042891227,54.72778012,0.756598315,-0.337113926,-0.146469265,0.055555556,2.774193548,0.0
CHEMBL6250,1,3.3361517380000003,0,1,2,0,2,9.234767467000001,0,1,3,1,0,14.95193556,4,23,34.03309147,0.028130081,4.983978521,0.0,-0.563650254,1,3,19.56423182,9.473725907999999,0.035620155,3,24,-0.169982718,0.981354072,0.033732316,1,5.351858133,7.423568444,45.53211513,3,15,3,2,9.778515705,0.586770121,0,0.155226229,66.86051426,0.747358374,-0.867849442,-0.267804675,0.045454545,3.01,0.0
CHEMBL3707023,1,3.443777636,0,1,2,0,2,9.560409742000001,0,1,3,1,0,14.95193556,4,23,22.64523548,0.018255814,4.983978521,0.0,-0.491322009,1,4,19.77449303,14.79051451,0.042739018,3,24,0.08858503699999999,1.154090353,-0.036241042,0,5.351858133,7.412764017000001,46.48804336,2,17,1,2,4.983978521,0.580527208,0,-0.290162345,60.66367068,0.7837371959999999,-0.596965461,0.14167976599999998,0.12,3.09009009,3.381333984
CHEMBL129677,1,3.079544359,0,2,3,1,3,13.24299561,1,1,3,2,0,20.16532066,4,22,33.41768391,0.015737847,15.06663885,0.0,-0.239593872,0,4,0.0,0.0,0.031405229,3,22,0.068573248,0.997144909,-0.185671665,0,4.59511985,6.605297921,22.51475897,3,12,2,1,0.0,0.370790812,0,-0.396084774,60.92462369,0.7451039290000001,-0.096303523,0.116318779,0.055555556,2.538461538,0.0
CHEMBL129760,0,0.0,0,1,2,0,2,9.139998662,0,0,2,1,1,14.76446326,3,17,22.51475897,0.025684524,9.665781456,1.818365221,-0.186602132,0,3,4.736862953999999,4.736862953999999,0.044980843,2,17,0.09959562,0.77534654,-0.20880197600000006,0,4.727387819,6.823286122000001,28.26427081,2,11,1,0,0.0,0.374002823,0,-0.244447608,48.66141305,0.7798436120000001,-0.104679866,0.156443665,0.176470588,2.044117647,0.0
CHEMBL261702,0,0.0,0,2,3,1,3,14.14394943,1,2,4,2,1,24.64835152,5,28,33.41768391,0.019722222,19.44429716,2.118843607,-0.35257841,0,5,9.636772685,4.736862953999999,0.036101695,4,29,-0.003777378,1.053186833,-0.075019188,0,5.4161004020000005,7.535296702,34.01378264,4,17,3,0,0.0,0.6746858379999999,0,-0.264893033,79.12372490000001,0.747363443,-0.329246943,-0.00604812,0.172413793,2.772058824,0.0
CHEMBL3260576,1,3.4661649660000005,1,2,4,0,4,18.08098392,1,1,4,2,1,29.54999379,5,27,34.3684328,0.019103535,4.983978521,1.745751422,-0.479944422,1,7,10.30076712,5.316788604,0.039061728,3,28,0.054081175,1.390716414,-0.042197052,0,5.351858133,7.412764017000001,22.64523548,2,15,4,2,14.48335494,0.580527208,0,-0.263633584,73.70040295,0.7860824759999999,-0.388203516,0.093694046,0.083333333,3.115044248,3.447864439
CHEMBL3260583,1,3.4574105960000003,1,2,4,0,4,18.04242045,1,1,4,2,1,29.54999379,5,27,28.2924127,0.01587963,4.983978521,1.746909021,-0.485161823,1,7,10.30076712,5.316788604,0.042804233,3,27,0.064110242,1.308371835,-0.01784427,0,5.351858133,7.412764017000001,22.64523548,1,15,3,2,14.48335494,0.580527208,0,-0.287731792,71.59418678,0.8013680120000001,-0.38243166,0.112460327,0.090909091,3.126213592,3.410410735
CHEMBL3260587,1,3.4518646860000004,1,2,4,0,4,18.04507556,1,1,4,2,1,29.54999379,5,27,28.2924127,0.016578283,4.983978521,1.741700688,-0.428414258,1,7,15.03763008,10.05365156,0.041767677,3,27,0.057943453,1.040264682,-0.05325305,0,5.351858133,7.412764017000001,28.39474731,1,15,3,2,14.48335494,0.580527208,0,-0.278415159,67.12146726,0.803618127,-0.462912099,0.099183371,0.130434783,3.052631579,3.394299624
CHEMBL573287,0,0.0,0,3,3,0,3,13.52789186,0,0,3,3,0,14.95193556,4,24,11.38785599,0.021479328,4.983978521,0.0,-0.41103314,0,4,14.79051451,14.79051451,0.037073171,4,24,0.000911922,1.041610732,-0.004530705,0,0.0,0.0,28.63639149,1,17,3,1,9.967957042,0.324284295,0,0.08697761300000001,73.05735783,0.7701671040000001,-0.425869802,0.001438718,0.125,2.58974359,3.273552084
CHEMBL120245,0,0.0,0,2,3,1,3,14.45065218,1,2,4,2,1,19.74844179,4,22,33.41768391,0.018819444,14.64975998,2.170234316,-0.17381118399999998,0,4,0.0,0.0,0.035283951,3,22,0.064184461,1.175911028,-0.19701009,0,5.4161004020000005,7.535296702,22.51475897,3,13,1,0,0.0,0.587915717,0,-0.306454945,54.72778012,0.76089528,-0.064723237,0.102367192,0.260869565,2.548387097,0.0
CHEMBL584928,0,0.0,0,2,3,1,3,13.91030606,1,2,4,2,1,19.74844179,4,22,33.41768391,0.019909188,19.96654858,2.096019433,-0.552783052,0,5,4.736862953999999,5.316788604,0.035578704,3,23,0.06563205,0.7995628340000001,0.140251334,0,5.4161004020000005,7.535296702,22.51475897,3,12,2,1,4.794537184,0.591352505,0,-0.216319612,54.85825662,0.807473714,-0.53405365,0.108255663,0.181818182,2.444444444,2.6892433510000004
CHEMBL121554,0,0.0,0,2,3,1,3,13.88026081,1,2,4,2,1,19.74844179,4,22,33.41768391,0.019583333,14.64975998,2.126514848,-0.150276481,0,4,0.0,0.0,0.038726287000000005,3,22,0.123214835,0.888166876,-0.208165266,0,5.4161004020000005,7.535296702,22.51475897,3,12,2,0,0.0,0.591352505,0,-0.28760817,54.85825662,0.7872683840000001,-0.056197036,0.202080498,0.15,2.20212766,0.0
CHEMBL119936,0,0.0,0,2,3,1,3,14.12695084,1,2,4,2,1,19.74844179,4,22,33.41768391,0.019832176,14.64975998,2.159635561,-0.145254541,0,4,0.0,0.0,0.03617284,3,22,0.120748378,0.905452451,-0.20567828,0,5.4161004020000005,7.535296702,22.51475897,3,12,2,0,0.0,0.591352505,0,-0.268669709,59.75374010000001,0.79879309,-0.056016567,0.20311932,0.227272727,2.357142857,0.0
CHEMBL338196,1,3.287572515,0,2,3,1,3,13.63114938,1,1,3,2,0,20.16532066,4,22,33.41768391,0.017621951,15.06663885,0.0,-0.224061372,0,4,0.0,0.0,0.028089431,3,22,0.046154616,1.12516272,-0.247391946,0,5.860786223,7.7685333010000015,22.51475897,3,12,2,1,0.0,0.6825892809999999,0,-0.086942727,60.92462369,0.7303454509999999,-0.093984545,0.07681462,0.15,2.159574468,0.0
CHEMBL204170,0,0.0,1,1,3,0,3,13.80725185,1,2,4,1,2,24.31554143,4,21,33.54816041,0.018033033,9.665781456,4.204165249,-0.22533819,1,5,4.567099648,0.0,0.034845679,2,21,0.007419173,0.899280289,-0.19690594100000006,0,5.82008293,7.9276850460000015,22.51475897,2,11,1,0,4.983978521,0.755618931,0,-0.212696594,48.92236606,0.819642517,-0.112105979,0.012615746,0.210526316,2.423913043,0.0
CHEMBL205271,1,2.95163541,0,2,3,0,3,13.36386017,0,0,4,3,0,25.06523039,4,23,33.77213846,0.020839002,19.86117603,0.0,-0.319510786,0,5,9.636772685,0.0,0.029150327,3,24,-0.018047712,0.939583734,-0.155937412,0,4.59511985,6.605297921,33.77213846,4,12,4,1,0.0,0.506873575,0,-0.005411915,73.18783433,0.78433992,-0.278218866,-0.028722433,0.230769231,2.831858407,0.0
CHEMBL1164022,0,0.0,0,2,3,1,3,13.99115533,1,1,3,2,1,19.74844179,5,28,33.41768391,0.019832176,19.44429716,1.877209467,-0.446730587,0,5,5.733667477000001,5.733667477000001,0.0396875,4,29,-0.058513398,0.912204933,-0.000846851,0,4.727387819,6.842683282,22.51475897,5,16,3,1,0.0,0.497193875,0,-0.187396362,85.19009196,0.7602869659999999,-0.329718237,-0.096214942,0.076923077,3.06504065,0.0
CHEMBL1165694,0,0.0,0,3,4,1,4,18.70372888,1,1,4,3,1,24.73242031,5,28,33.67863691,0.019335749,14.64975998,1.875285809,-0.217130007,0,6,0.0,0.0,0.038804348,4,29,-0.033360423,1.046583091,-0.22540178,0,4.727387819,6.842683282,28.71445679,3,17,2,0,4.983978521,0.497193875,0,-0.22774041,79.12372490000001,0.742768678,-0.11354667,-0.05783295,0.08,3.135135135,0.0
CHEMBL1164957,1,3.463603867,0,2,3,1,3,14.04914813,1,1,3,2,0,19.93591408,5,28,33.54816041,0.019832176,14.76249423,0.0,-0.597167441,0,5,10.717646,5.733667477000001,0.0396875,4,29,-0.02249302,1.021756859,0.116033732,0,4.727387819,6.842683282,22.64523548,4,17,3,2,4.983978521,0.497193875,0,-0.226838156,78.99324839,0.7541508029999999,-0.5039851160000001,-0.036985795,0.076923077,3.125,0.0
CHEMBL1835713,0,0.0,1,2,4,0,4,18.22613528,1,1,4,2,2,29.36252149,5,27,28.16193619,0.023114316,9.778515705,3.31854871,-0.596773509,1,8,11.05045608,11.05045608,0.043130342,3,29,0.016359742,1.118317933,0.170017692,0,5.4161004020000005,7.525639975,22.51475897,3,13,5,2,14.18117935,0.6336825229999999,0,-0.012434932,66.99099076,0.770538285,-0.577791584,0.02996671,0.083333333,3.271929825,3.117459633
CHEMBL1835524,0,0.0,1,2,4,0,4,17.83415982,1,1,4,2,2,29.36252149,5,27,28.16193619,0.0215625,4.983978521,3.318135979,-0.446693306,1,8,5.316788604,5.316788604,0.04255787,3,29,-0.024342967000000004,1.092062061,0.032038323,0,5.351858133,7.423568444,28.58398029,3,13,3,1,14.18117935,0.568041382,0,0.046851846,73.31831083,0.7857684340000001,-0.308946219,-0.046718383,0.043478261,3.2549019610000003,3.14610518
CHEMBL565644,0,0.0,1,1,3,0,3,14.15575034,1,2,4,1,2,29.21545116,4,21,33.54816041,0.019,9.665781456,4.410802756,-0.184711522,1,6,9.467009379,0.0,0.03135101,2,21,-0.016455604,0.850403879,-0.217675994,0,5.82008293,7.934155233999999,22.51475897,2,11,1,0,4.983978521,0.727435268,1,-0.253336691,48.92236606,0.7749024990000001,-0.11130384,-0.02657287,0.347826087,2.563492063,0.0
CHEMBL269339,1,3.261363142,0,1,2,0,2,9.039809748,0,0,2,1,0,14.95193556,4,23,34.03309147,0.031637427,4.983978521,0.0,-0.623957903,0,3,10.09050592,0.0,0.037578348,3,24,-0.113692456,1.110967569,0.08836217199999999,1,4.727387819,6.86171134,34.03309147,3,15,3,2,14.16893075,0.435395406,0,0.115340731,72.92688132,0.7227844929999999,-0.621976404,-0.244430945,0.0,2.688888889,0.0
CHEMBL122414,0,0.0,0,1,2,0,2,9.192098608,0,1,3,1,1,14.76446326,3,17,22.51475897,0.018348765,4.681802935,2.015201247,-0.300888728,0,3,5.106527395,0.0,0.042924837,2,17,0.079147619,0.89833168,-0.177584981,1,5.4161004020000005,7.535296702,22.51475897,2,12,0,1,9.374393569,0.519874335,0,-0.320737904,42.46456948,0.810862227,-0.167179407,0.16937558600000002,0.222222222,2.189873418,0.0
CHEMBL1165063,0,0.0,0,2,3,1,3,14.04189119,1,1,3,2,1,19.74844179,5,28,33.41768391,0.019832176,19.44429716,1.877209467,-0.447882074,0,5,5.733667477000001,5.733667477000001,0.0396875,4,29,-0.11422315,0.92832103,0.030586093,0,4.727387819,6.842683282,22.51475897,5,16,3,1,0.0,0.497193875,0,-0.255473735,85.19009196,0.7602869659999999,-0.328567476,-0.187819783,0.076923077,3.125,0.0
CHEMBL1766444,0,0.0,0,2,3,1,3,13.74945491,1,1,3,2,1,19.74844179,5,28,33.41768391,0.022580128,24.23883435,1.5926486519999998,-0.50909623,0,6,11.05045608,11.05045608,0.038962264,4,30,0.057178074,0.936631891,0.039261746,0,4.727387819,6.842683282,22.51475897,4,17,4,2,0.0,0.497193875,0,-0.169813821,85.19009196,0.776960216,-0.524066339,0.095199226,0.074074074,3.0,2.795801157
CHEMBL3260625,1,3.483744567,1,2,4,0,4,18.11793387,1,1,4,2,1,29.54999379,5,27,28.2924127,0.015510336,4.983978521,1.754872175,-0.4792537120000001,1,7,10.30076712,5.316788604,0.044197531,3,27,-0.002662507,1.196013541,-0.01449571,0,5.351858133,7.412764017000001,22.64523548,3,13,3,2,14.48335494,0.565235256,0,-0.294500222,61.05510019,0.76208116,-0.376306784,-0.004528150999999999,0.166666667,3.060869565,3.481244069
CHEMBL411297,0,0.0,0,2,3,1,3,14.1472952,1,2,4,2,1,24.64835152,4,22,33.41768391,0.020057652,14.64975998,2.146150241,-0.191225476,0,5,9.636772685,4.736862953999999,0.033219955,3,22,0.16345025,0.7860654020000001,-0.206048652,0,5.4161004020000005,7.535296702,28.26427081,3,12,2,0,0.0,0.591352505,1,-0.067312332,54.85825662,0.791078367,-0.146735137,0.257091788,0.32,2.3783783780000003,0.0
CHEMBL341534,1,2.931238662,0,2,3,1,3,13.1072704,1,1,3,2,0,20.16532066,4,22,33.41768391,0.017822581,15.06663885,0.0,-0.215507722,0,4,0.0,0.0,0.032356902,3,22,0.023823333,0.805333414,-0.289541574,0,4.59511985,6.605297921,22.51475897,3,11,3,1,0.0,0.370790812,0,-0.28293993100000003,61.05510019,0.772522594,-0.090260193,0.04054534,0.0,2.613636364,0.0
CHEMBL496862,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,9.799819462,3,18,11.27014384,0.021393298,14.488984099999998,0.0,-0.499536854,1,4,15.53348694,10.63357721,0.035478927,3,21,-0.102262359,1.143691208,0.035905152,0,4.844187086,7.03438793,0.0,5,15,2,2,0.0,0.5905383129999999,1,0.17696619,72.79640482,0.7292034829999999,-0.475639124,-0.15339530699999998,0.290322581,2.682352941,6.511393005
CHEMBL1271966,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,9.799819462,3,18,11.27014384,0.020735043,14.488984099999998,0.0,-0.5065578079999999,1,4,15.53348694,10.63357721,0.033734062,3,21,-0.033390826,1.180519609,0.05134099,0,4.844187086,7.03438793,0.0,5,15,2,2,0.0,0.5905383129999999,1,0.165393867,72.79640482,0.703481877,-0.481878925,-0.049746835,0.3125,2.670391061,6.538541818
CHEMBL500435,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,4.899909731,3,18,11.27014384,0.018050109,9.694446915,0.0,-0.463075122,1,3,10.63357721,10.63357721,0.035362319,3,20,-0.116588526,1.107177153,0.039337192,0,4.844187086,7.03438793,0.0,4,16,1,2,0.0,0.605830264,1,0.156746642,78.86277189,0.681145053,-0.31686655,-0.17595893199999998,0.222222222,2.503703704,6.540339635
CHEMBL1269806,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,14.69972919,3,18,11.27014384,0.026122848,19.28352128,0.0,-0.48858673,1,6,25.3333064,15.53348694,0.03893864,3,22,0.013817846000000002,1.027005938,-0.019970163,0,4.844187086,7.03438793,0.0,4,16,3,2,0.0,0.571809573,2,0.290331382,72.79640482,0.698345262,-0.633365631,0.021034902,0.303030303,2.620853081,6.415505655
CHEMBL1272181,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,4.899909731,3,18,11.27014384,0.027535354,9.589074368,0.0,-0.6242355620000001,1,3,20.64001433,10.63357721,0.03672956,3,22,-0.132063953,1.045106392,0.120988135,1,4.844187086,7.03438793,0.0,5,15,3,3,4.794537184,0.48847624,0,0.17145352100000005,72.79640482,0.729135001,-0.8408817190000001,-0.200195034,0.115384615,2.759124088,6.16461278
CHEMBL1272236,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,4.899909731,3,18,11.27014384,0.02705653,9.589074368,0.0,-0.569022307,1,3,20.27034989,10.63357721,0.035393939,3,22,-0.144436744,1.133025231,0.053964564000000007,0,4.844187086,7.03438793,0.0,5,15,3,2,4.794537184,0.48847624,0,0.11977588,72.79640482,0.732072431,-0.717806762,-0.21719215100000006,0.148148148,2.785714286,6.247579067
CHEMBL1272237,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,4.899909731,3,18,11.27014384,0.024583333,9.589074368,0.0,-0.556202737,1,3,15.53348694,10.63357721,0.034907407,3,21,-0.115899539,1.256057175,0.078866273,0,4.844187086,7.03438793,0.0,4,16,2,2,0.0,0.507204979,0,0.209840531,78.86277189,0.680952993,-0.468106853,-0.17703522300000002,0.12,2.503816794,6.345063747999999
CHEMBL1272020,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,15.11660807,2,12,5.57310453,0.029944444,19.28352128,0.0,-0.524910765,1,6,25.75018527,20.85027554,0.037037037,2,16,0.037072801,0.924607161,0.00967498,0,4.844187086,7.0184017989999985,0.0,3,10,4,3,0.0,0.479942135,2,0.2361048,48.66452437,0.7396490609999999,-0.6749352279999999,0.056466216,0.346153846,2.5,8.733841666
CHEMBL447486,0,0.0,0,2,3,1,3,13.2412448,1,1,3,2,0,14.95193556,4,22,32.73137961,0.022833333,9.967957042,0.0,-0.594308852,0,4,5.733667477000001,5.733667477000001,0.038650794,3,22,0.077325566,0.873050351,0.155665791,0,4.727387819,6.823286122000001,21.82845468,2,12,2,1,4.983978521,0.442044204,0,-0.207941515,54.85825662,0.769486995,-0.330577816,0.13772917099999998,0.0,2.413793103,0.0
CHEMBL575720,0,0.0,0,3,3,0,3,13.73943587,0,0,4,4,0,14.95193556,4,24,11.38785599,0.018686869,4.983978521,0.0,-0.381642101,0,5,19.69042424,14.95356129,0.02962963,4,24,0.097705318,1.020534852,-0.110971393,0,0.0,0.0,22.88687966,1,17,3,1,9.967957042,0.426346367,0,0.057815984,73.05735783,0.73845213,-0.415742631,0.153846136,0.222222222,2.614864865,3.4612268760000005
CHEMBL1165041,1,3.423603867,0,3,4,1,4,18.67414752,1,1,4,3,0,24.9198926,5,28,33.80911341,0.019832176,14.76249423,0.0,-0.5838248970000001,0,6,10.717646,5.733667477000001,0.0396875,4,29,0.046281306,1.047538686,0.071176085,0,4.727387819,6.842683282,22.77571198,2,18,3,2,9.967957042,0.497193875,0,-0.196877757,72.92688132,0.764345361,-0.539158264,0.078565136,0.08,3.191304348,0.0
CHEMBL330814,0,0.0,0,1,2,0,2,9.427320011,0,1,3,1,1,14.76446326,3,17,22.51475897,0.017589868999999998,9.665781456,2.098747166,-0.373601613,0,3,5.106527395,0.0,0.044357639,2,17,0.107854082,0.834845732,-0.041333623,1,5.4161004020000005,7.535296702,28.26427081,2,12,0,1,0.0,0.519874335,0,-0.270588341,42.46456948,0.798346291,-0.243273008,0.17010372399999998,0.222222222,2.025,0.0
